,Cumulative_Sum,Canton
2020-04-25,662,VD
2020-04-26,664,VD
2020-04-27,666,VD
2020-04-28,669,VD
2020-04-29,670,VD
2020-04-30,672,VD
2020-05-01,674,VD
2020-05-02,675,VD
2020-05-03,675,VD
2020-05-04,677,VD
2020-05-05,678,VD
2020-05-06,680,VD
2020-05-07,681,VD
2020-05-08,682,VD
2020-05-09,683,VD
2020-05-10,683,VD
2020-05-11,684,VD
2020-05-12,685,VD
2020-05-13,686,VD
2020-05-14,687,VD
2020-05-15,687,VD
2020-05-16,687,VD
2020-05-17,687,VD
2020-05-18,688,VD
2020-05-19,688,VD
2020-05-20,689,VD
2020-05-21,689,VD
2020-05-22,689,VD
2020-05-23,690,VD
2020-05-24,690,VD
2020-05-25,690,VD
2020-05-26,691,VD
2020-05-27,691,VD
2020-05-28,691,VD
2020-05-29,692,VD
2020-05-30,692,VD
2020-05-31,692,VD
2020-06-01,692,VD
2020-06-02,692,VD
2020-06-03,693,VD
2020-06-04,693,VD
2020-02-24,0,VS
2020-02-25,0,VS
2020-02-26,0,VS
2020-02-27,0,VS
2020-02-28,0,VS
2020-02-29,0,VS
2020-03-01,0,VS
2020-03-02,1,VS
2020-03-03,1,VS
2020-03-04,1,VS
2020-03-05,1,VS
2020-03-06,1,VS
2020-03-07,2,VS
2020-03-08,3,VS
2020-03-09,4,VS
2020-03-10,6,VS
2020-03-11,8,VS
2020-03-12,15,VS
2020-03-13,20,VS
2020-03-14,26,VS
2020-03-15,29,VS
2020-03-16,46,VS
2020-03-17,61,VS
2020-03-18,85,VS
2020-03-19,96,VS
2020-03-20,123,VS
2020-03-21,138,VS
2020-03-22,149,VS
2020-03-23,177,VS
2020-03-24,206,VS
2020-03-25,226,VS
2020-03-26,248,VS
2020-03-27,275,VS
2020-03-28,287,VS
2020-03-29,297,VS
2020-03-30,322,VS
2020-03-31,342,VS
2020-04-01,362,VS
2020-04-02,375,VS
2020-04-03,390,VS
2020-04-04,399,VS
2020-04-05,404,VS
2020-04-06,423,VS
2020-04-07,434,VS
2020-04-08,445,VS
2020-04-09,453,VS
2020-04-10,462,VS
2020-04-11,469,VS
2020-04-12,472,VS
2020-04-13,476,VS
2020-04-14,484,VS
2020-04-15,488,VS
2020-04-16,493,VS
2020-04-17,498,VS
2020-04-18,501,VS
2020-04-19,503,VS
2020-04-20,509,VS
2020-04-21,511,VS
2020-04-22,513,VS
2020-04-23,518,VS
2020-04-24,520,VS
2020-04-25,522,VS
2020-04-26,522,VS
2020-04-27,528,VS
2020-04-28,530,VS
2020-04-29,532,VS
2020-04-30,534,VS
2020-05-01,535,VS
2020-05-02,536,VS
2020-05-03,537,VS
2020-05-04,539,VS
2020-05-05,539,VS
2020-05-06,541,VS
2020-05-07,541,VS
2020-05-08,542,VS
2020-05-09,542,VS
2020-05-10,543,VS
2020-05-11,544,VS
2020-05-12,544,VS
2020-05-13,544,VS
2020-05-14,545,VS
2020-05-15,547,VS
2020-05-16,548,VS
2020-05-17,548,VS
2020-05-18,549,VS
2020-05-19,549,VS
2020-05-20,549,VS
2020-05-21,549,VS
2020-05-22,549,VS
2020-05-23,549,VS
2020-05-24,550,VS
2020-05-25,550,VS
2020-05-26,551,VS
2020-05-27,552,VS
2020-05-28,552,VS
2020-05-29,552,VS
2020-05-30,552,VS
2020-05-31,552,VS
2020-06-01,553,VS
2020-06-02,553,VS
2020-06-03,553,VS
2020-06-04,553,VS
2020-02-24,0,ZG
2020-02-25,0,ZG
2020-02-26,0,ZG
2020-02-27,0,ZG
2020-02-28,0,ZG
2020-02-29,0,ZG
2020-03-01,0,ZG
2020-03-02,2,ZG
2020-03-03,4,ZG
2020-03-04,5,ZG
2020-03-05,5,ZG
2020-03-06,5,ZG
2020-03-07,5,ZG
2020-03-08,5,ZG
2020-03-09,5,ZG
2020-03-10,5,ZG
2020-03-11,6,ZG
2020-03-12,9,ZG
2020-03-13,10,ZG
2020-03-14,13,ZG
2020-03-15,13,ZG
2020-03-16,16,ZG
2020-03-17,24,ZG
2020-03-18,27,ZG
2020-03-19,29,ZG
2020-03-20,35,ZG
2020-03-21,39,ZG
2020-03-22,39,ZG
2020-03-23,42,ZG
2020-03-24,48,ZG
2020-03-25,53,ZG
2020-03-26,57,ZG
2020-03-27,63,ZG
2020-03-28,67,ZG
2020-03-29,68,ZG
2020-03-30,74,ZG
2020-03-31,76,ZG
2020-04-01,85,ZG
2020-04-02,90,ZG
2020-04-03,96,ZG
2020-04-04,99,ZG
2020-04-05,100,ZG
2020-04-06,104,ZG
2020-04-07,105,ZG
2020-04-08,108,ZG
2020-04-09,109,ZG
2020-04-10,109,ZG
2020-04-11,109,ZG
2020-04-12,111,ZG
2020-04-13,112,ZG
2020-04-14,112,ZG
2020-04-15,112,ZG
2020-04-16,114,ZG
2020-04-17,114,ZG
2020-04-18,115,ZG
2020-04-19,115,ZG
2020-04-20,115,ZG
2020-04-21,115,ZG
2020-04-22,118,ZG
2020-04-23,119,ZG
2020-04-24,121,ZG
2020-04-25,122,ZG
2020-04-26,122,ZG
2020-04-27,123,ZG
2020-04-28,124,ZG
2020-04-29,126,ZG
2020-04-30,126,ZG
2020-05-01,126,ZG
2020-05-02,127,ZG
2020-05-03,127,ZG
2020-05-04,127,ZG
2020-05-05,128,ZG
2020-05-06,128,ZG
2020-05-07,128,ZG
2020-05-08,128,ZG
2020-05-09,128,ZG
2020-05-10,128,ZG
2020-05-11,128,ZG
2020-05-12,129,ZG
2020-05-13,130,ZG
2020-05-14,131,ZG
2020-05-15,131,ZG
2020-05-16,131,ZG
2020-05-17,131,ZG
2020-05-18,131,ZG
2020-05-19,131,ZG
2020-05-20,132,ZG
2020-05-21,132,ZG
2020-05-22,134,ZG
2020-05-23,134,ZG
2020-05-24,134,ZG
2020-05-25,134,ZG
2020-05-26,134,ZG
2020-05-27,134,ZG
2020-05-28,134,ZG
2020-05-29,134,ZG
2020-05-30,134,ZG
2020-05-31,134,ZG
2020-06-01,134,ZG
2020-06-02,134,ZG
2020-06-03,134,ZG
2020-06-04,134,ZG
2020-02-24,0,ZH
2020-02-25,0,ZH
2020-02-26,0,ZH
2020-02-27,0,ZH
2020-02-28,0,ZH
2020-02-29,0,ZH
2020-03-01,0,ZH
2020-03-02,0,ZH
2020-03-03,0,ZH
2020-03-04,1,ZH
2020-03-05,1,ZH
2020-03-06,1,ZH
2020-03-07,2,ZH
2020-03-08,2,ZH
2020-03-09,3,ZH
2020-03-10,5,ZH
2020-03-11,8,ZH
2020-03-12,10,ZH
2020-03-13,14,ZH
2020-03-14,16,ZH
2020-03-15,19,ZH
2020-03-16,27,ZH
2020-03-17,36,ZH
2020-03-18,45,ZH
2020-03-19,53,ZH
2020-03-20,63,ZH
2020-03-21,67,ZH
2020-03-22,71,ZH
2020-03-23,82,ZH
2020-03-24,91,ZH
2020-03-25,98,ZH
2020-03-26,106,ZH
2020-03-27,116,ZH
2020-03-28,121,ZH
2020-03-29,124,ZH
2020-03-30,134,ZH
2020-03-31,142,ZH
2020-04-01,150,ZH
2020-04-02,158,ZH
2020-04-03,166,ZH
2020-04-04,169,ZH
2020-04-05,171,ZH
2020-04-06,177,ZH
2020-04-07,183,ZH
2020-04-08,187,ZH
2020-04-09,190,ZH
2020-04-10,192,ZH
2020-04-11,193,ZH
2020-04-12,195,ZH
2020-04-13,197,ZH
2020-04-14,200,ZH
2020-04-15,202,ZH
2020-04-16,205,ZH
2020-04-17,207,ZH
2020-04-18,207,ZH
2020-04-19,208,ZH
2020-04-20,210,ZH
2020-04-21,212,ZH
2020-04-22,213,ZH
2020-04-23,215,ZH
2020-04-24,217,ZH
2020-04-25,218,ZH
2020-04-26,218,ZH
2020-04-27,220,ZH
2020-04-28,221,ZH
2020-04-29,222,ZH
2020-04-30,222,ZH
2020-05-01,222,ZH
2020-05-02,223,ZH
2020-05-03,223,ZH
2020-05-04,224,ZH
2020-05-05,225,ZH
2020-05-06,225,ZH
2020-05-07,226,ZH
2020-05-08,226,ZH
2020-05-09,226,ZH
2020-05-10,226,ZH
2020-05-11,227,ZH
2020-05-12,227,ZH
2020-05-13,227,ZH
2020-05-14,227,ZH
2020-05-15,228,ZH
2020-05-16,228,ZH
2020-05-17,228,ZH
2020-05-18,228,ZH
2020-05-19,228,ZH
2020-05-20,228,ZH
2020-05-21,229,ZH
2020-05-22,229,ZH
2020-05-23,229,ZH
2020-05-24,229,ZH
2020-05-25,229,ZH
2020-05-26,229,ZH
2020-05-27,230,ZH
2020-05-28,230,ZH
2020-05-29,231,ZH
2020-05-30,231,ZH
2020-05-31,231,ZH
2020-06-01,231,ZH
2020-06-02,231,ZH
2020-06-03,231,ZH
2020-06-04,231,ZH
