"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-02-25,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-02-26,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-02-27,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-02-28,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-02-29,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-01,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-02,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-03,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-04,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-05,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-06,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-07,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-08,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-09,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-10,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-11,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-12,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-13,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-14,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-15,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-16,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-17,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-18,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-19,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-20,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-21,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-22,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-23,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-24,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-25,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-26,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-27,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-28,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-29,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-30,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-03-31,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-01,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-02,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-03,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-04,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-05,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-06,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-07,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-08,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-09,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-10,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-11,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-12,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-13,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-14,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-15,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-16,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-17,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-18,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-19,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-20,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-21,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-22,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-23,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-24,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-25,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-26,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-27,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-28,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-29,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-04-30,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-01,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-02,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-03,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-04,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-05,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-06,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-07,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-08,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-09,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-10,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-11,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-12,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-13,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-14,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-15,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
2020-05-16,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,11.9,1.8,2.2,12,13.6,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,"COVID19Tests","2021-03-23_07-48-19","day","all","AI"
